id,year,period,gender,sector,education,experience,union,ability,wage,log_wage
8,2016,1,Male,Private,11,8,0,-1.0540557820771916,11.113,2.408116283037077
8,2017,2,Male,Private,11,9,0,-1.0540557820771916,11.499,2.4422269213842416
8,2018,3,Male,Private,12,10,0,-1.0540557820771916,11.267,2.4218846341980074
8,2019,4,Male,Private,12,11,1,-1.0540557820771916,13.4,2.5952571756717555
8,2020,5,Male,Private,12,12,0,-1.0540557820771916,17.34,2.8530105591707695
8,2021,6,Male,Private,13,13,1,-1.0540557820771916,18.878,2.937987932380185
8,2022,7,Male,Private,13,14,0,-1.0540557820771916,16.861,2.8249975651561896
8,2023,8,Male,Private,13,15,0,-1.0540557820771916,13.497,2.6024999498939296
9,2016,1,Female,Private,13,4,0,-0.6457437231424913,10.261,2.3283100457281782
9,2017,2,Female,Private,13,5,0,-0.6457437231424913,13.223,2.5819454003555755
9,2018,3,Female,Private,14,6,0,-0.6457437231424913,13.793,2.6241840504417113
9,2019,4,Female,Private,14,7,0,-0.6457437231424913,24.191,3.185975806996751
9,2020,5,Female,Private,14,8,0,-0.6457437231424913,10.897,2.388492550009562
9,2021,6,Female,Private,15,9,0,-0.6457437231424913,15.703,2.7538520074203565
9,2022,7,Female,Private,15,10,0,-0.6457437231424913,20.673,3.0288341636982192
9,2023,8,Female,Private,15,11,0,-0.6457437231424913,12.299,2.509499423032577
10,2016,1,Female,Private,9,10,0,-0.1853779676765034,10.029,2.3054393097885346
10,2017,2,Female,Private,9,11,0,-0.1853779676765034,11.162,2.412496800080126
10,2018,3,Female,Private,10,12,0,-0.1853779676765034,11.285,2.423440970952066
10,2019,4,Female,Private,10,13,0,-0.1853779676765034,10.243,2.3266208392036827
10,2020,5,Female,Private,10,14,0,-0.1853779676765034,11.635,2.4540505769525627
10,2021,6,Female,Private,11,15,0,-0.1853779676765034,NA,NA
10,2022,7,Female,Private,11,16,0,-0.1853779676765034,10.487,2.350136931190394
10,2023,8,Female,Private,11,17,0,-0.1853779676765034,15.778,2.7586119683735464
11,2016,1,Male,Private,9,14,0,-1.2012220507399851,9.438,2.244740726605207
11,2017,2,Male,Private,9,15,0,-1.2012220507399851,6.849,1.9241301970040072
11,2018,3,Male,Private,10,16,0,-1.2012220507399851,7.117,1.9625193315768101
11,2019,4,Male,Private,10,17,0,-1.2012220507399851,8.907,2.1868141873624847
11,2020,5,Male,Private,10,18,0,-1.2012220507399851,9.158,2.2145783315884078
11,2021,6,Male,Private,11,19,0,-1.2012220507399851,11.196,2.415564598854846
11,2022,7,Male,Private,11,20,0,-1.2012220507399851,9.152,2.2140009790016224
11,2023,8,Male,Private,11,21,0,-1.2012220507399851,9.59,2.2606891238740383
12,2016,1,Female,Private,16,15,0,2.036972166983151,41.037,3.71447862244636
12,2017,2,Female,Private,16,16,0,2.036972166983151,40.233,3.6946950278598885
12,2018,3,Female,Private,17,17,0,2.036972166983151,41.141,3.717005698207653
12,2019,4,Female,Private,17,18,0,2.036972166983151,37.776,3.6316792098585178
12,2020,5,Female,Private,17,19,0,2.036972166983151,37.571,3.6262342118131277
12,2021,6,Female,Private,18,20,0,2.036972166983151,45.218,3.81148458751394
12,2022,7,Female,Private,18,21,0,2.036972166983151,43.572,3.774422512704766
12,2023,8,Female,Private,18,22,0,2.036972166983151,35.654,3.573864409098073
13,2016,1,Female,Private,10,1,0,0.10777474488554671,11.079,2.405020910565031
13,2017,2,Female,Private,10,2,0,0.10777474488554671,14.271,2.6582152684635294
13,2018,3,Female,Private,11,3,0,0.10777474488554671,15.722,2.755037475336462
13,2019,4,Female,Private,11,4,0,0.10777474488554671,11.402,2.433745274264046
13,2020,5,Female,Private,11,5,0,0.10777474488554671,17.108,2.8395626746529548
13,2021,6,Female,Private,12,6,0,0.10777474488554671,15.294,2.7274540743768845
13,2022,7,Female,Private,12,7,0,0.10777474488554671,12.658,2.5382669532176463
13,2023,8,Female,Private,12,8,0,0.10777474488554671,20.049,2.998203847385668
14,2016,1,Male,Private,11,6,0,-0.08410810050558064,13.673,2.6154377331834833
14,2017,2,Male,Private,11,7,0,-0.08410810050558064,16.148,2.7818244693203393
14,2018,3,Male,Private,12,8,0,-0.08410810050558064,20.856,3.0376345189808784
14,2019,4,Male,Private,12,9,0,-0.08410810050558064,18.817,2.9347484655731715
14,2020,5,Male,Private,12,10,0,-0.08410810050558064,15.514,2.7417285408233525
14,2021,6,Male,Private,13,11,0,-0.08410810050558064,17.682,2.8725291011405414
14,2022,7,Male,Private,13,12,0,-0.08410810050558064,15.779,2.7586977048522012
14,2023,8,Male,Private,13,13,0,-0.08410810050558064,16.338,2.7935113479392673
15,2016,1,Male,Private,12,12,0,0.49561964160459393,19.185,2.954115530858588
15,2017,2,Male,Private,12,13,0,0.49561964160459393,17.215,2.845794273644956
15,2018,3,Male,Private,13,14,0,0.49561964160459393,21.659,3.0754241272675316
15,2019,4,Male,Private,13,15,0,0.49561964160459393,22.277,3.1035473249319967
15,2020,5,Male,Private,13,16,0,0.49561964160459393,20.722,3.0312053816647824
15,2021,6,Male,Private,14,17,0,0.49561964160459393,19.903,2.990889043688836
15,2022,7,Male,Private,14,18,0,0.49561964160459393,16.71,2.8159963940555235
15,2023,8,Male,Private,14,19,0,0.49561964160459393,20.987,3.043880118772248
16,2016,1,Female,Public,11,8,0,0.03741518611796535,10.253,2.327552063234895
16,2017,2,Female,Public,11,9,0,0.03741518611796535,13.546,2.6061213865246247
16,2018,3,Female,Public,12,10,0,0.03741518611796535,15.289,2.727151365844176
16,2019,4,Female,Public,12,11,0,0.03741518611796535,14.536,2.676626679553452
16,2020,5,Female,Public,12,12,0,0.03741518611796535,12.031,2.487507632115655
16,2021,6,Female,Public,13,13,0,0.03741518611796535,13.735,2.619953962322062
16,2022,7,Female,Public,13,14,0,0.03741518611796535,14.375,2.6654989093815025
16,2023,8,Female,Public,13,15,0,0.03741518611796535,15.852,2.7633084176015665
17,2016,1,Female,Private,8,5,0,-0.1320880369559099,13.248,2.5838490454060272
17,2017,2,Female,Private,8,6,0,-0.1320880369559099,8.417,2.1302732738473416
17,2018,3,Female,Private,9,7,0,-0.1320880369559099,7.837,2.0588464214319004
17,2019,4,Female,Private,9,8,0,-0.1320880369559099,NA,NA
17,2020,5,Female,Private,9,9,0,-0.1320880369559099,10.1,2.3124869394786707
17,2021,6,Female,Private,10,10,0,-0.1320880369559099,9.157,2.2145076026060093
17,2022,7,Female,Private,10,11,0,-0.1320880369559099,11.327,2.4272273924900842
17,2023,8,Female,Private,10,12,0,-0.1320880369559099,12.383,2.5163366865778527
18,2016,1,Male,Private,15,6,0,1.4767874235520968,25.171,3.225706570251166
18,2017,2,Male,Private,15,7,0,1.4767874235520968,34.205,3.5323852061651464
18,2018,3,Male,Private,16,8,0,1.4767874235520968,39.298,3.6711822729182555
18,2019,4,Male,Private,16,9,0,1.4767874235520968,33.526,3.5123154569978596
18,2020,5,Male,Private,16,10,0,1.4767874235520968,28.812,3.3607983372233674
18,2021,6,Male,Private,17,11,0,1.4767874235520968,43.387,3.7701618978951608
18,2022,7,Male,Private,17,12,0,1.4767874235520968,35.403,3.566805023997698
18,2023,8,Male,Private,17,13,0,1.4767874235520968,35.893,3.5805485965707478
19,2016,1,Male,Private,11,0,0,-0.21703021009210352,11.215,2.417256959216992
19,2017,2,Male,Private,11,1,0,-0.21703021009210352,10.039,2.306469030764762
19,2018,3,Male,Private,12,2,0,-0.21703021009210352,12.714,2.542688275823911
19,2019,4,Male,Private,12,3,0,-0.21703021009210352,12.444,2.521244699600067
19,2020,5,Male,Private,12,4,0,-0.21703021009210352,15.514,2.7417334930341806
19,2021,6,Male,Private,13,5,0,-0.21703021009210352,14.555,2.677945051239695
19,2022,7,Male,Private,13,6,0,-0.21703021009210352,15.125,2.716326947332801
19,2023,8,Male,Private,13,7,0,-0.21703021009210352,15.373,2.7326076703291293
20,2016,1,Female,Public,12,13,1,-1.283602204092225,9.763,2.278576786775814
20,2017,2,Female,Public,12,14,1,-1.283602204092225,11.765,2.465161683585609
20,2018,3,Female,Public,13,15,1,-1.283602204092225,9.315,2.23158756141159
20,2019,4,Female,Public,13,16,1,-1.283602204092225,10.975,2.395634527989323
20,2020,5,Female,Public,13,17,1,-1.283602204092225,9.569,2.258501788831277
20,2021,6,Female,Public,14,18,1,-1.283602204092225,9.618,2.2636419616802326
20,2022,7,Female,Public,14,19,1,-1.283602204092225,13.152,2.5765889734884873
20,2023,8,Female,Public,14,20,1,-1.283602204092225,10.07,2.3095352405236627
21,2016,1,Female,Private,14,0,0,0.3856678904434024,19.275,2.9588218867216107
21,2017,2,Female,Private,14,1,0,0.3856678904434024,14.449,2.67065210029546
21,2018,3,Female,Private,15,2,1,0.3856678904434024,22.788,3.126249872668316
21,2019,4,Female,Private,15,3,0,0.3856678904434024,22.744,3.124304199418227
21,2020,5,Female,Private,15,4,1,0.3856678904434024,31.337,3.4448084766429705
21,2021,6,Female,Private,16,5,0,0.3856678904434024,20.107,3.0010545957631622
21,2022,7,Female,Private,16,6,0,0.3856678904434024,23.931,3.1751612455627414
21,2023,8,Female,Private,16,7,0,0.3856678904434024,28.165,3.3380740340628794
22,2016,1,Male,Private,9,10,0,-0.3515128735290924,10.169,2.31929613251155
22,2017,2,Male,Private,9,11,0,-0.3515128735290924,12.204,2.501774157518949
22,2018,3,Male,Private,10,12,1,-0.3515128735290924,12.961,2.561948462570817
22,2019,4,Male,Private,10,13,0,-0.3515128735290924,10.449,2.3465452800403535
22,2020,5,Male,Private,10,14,0,-0.3515128735290924,8.908,2.186970403975828
22,2021,6,Male,Private,11,15,0,-0.3515128735290924,14.611,2.6817420738077433
22,2022,7,Male,Private,11,16,0,-0.3515128735290924,12.823,2.5512600706668342
22,2023,8,Male,Private,11,17,0,-0.3515128735290924,17.361,2.854227752264166
23,2016,1,Female,Private,11,9,1,-0.5217960933562692,10.528,2.354004485694425
23,2017,2,Female,Private,11,10,1,-0.5217960933562692,11.825,2.470189229118692
23,2018,3,Female,Private,12,11,1,-0.5217960933562692,15.84,2.762561016004283
23,2019,4,Female,Private,12,12,1,-0.5217960933562692,13.685,2.6163098607425015
23,2020,5,Female,Private,12,13,1,-0.5217960933562692,15.466,2.738670159667106
23,2021,6,Female,Private,13,14,1,-0.5217960933562692,19.19,2.954378745138546
23,2022,7,Female,Private,13,15,1,-0.5217960933562692,21.758,3.0799835106895075
23,2023,8,Female,Private,13,16,1,-0.5217960933562692,15.787,2.7591692386741453
24,2016,1,Female,Public,9,5,1,-1.0681312006871702,6.986,1.943846323008537
24,2017,2,Female,Public,9,6,1,-1.0681312006871702,6.993,1.9448683883975855
24,2018,3,Female,Public,10,7,1,-1.0681312006871702,8.496,2.139580724432848
24,2019,4,Female,Public,10,8,1,-1.0681312006871702,8.914,2.1875841840881427
24,2020,5,Female,Public,10,9,1,-1.0681312006871702,8.133,2.095911006483881
24,2021,6,Female,Public,11,10,1,-1.0681312006871702,11.813,2.4692295894607024
24,2022,7,Female,Public,11,11,1,-1.0681312006871702,NA,NA
24,2023,8,Female,Public,11,12,1,-1.0681312006871702,10.434,2.3450658459600975
25,2016,1,Male,Private,14,15,0,0.4283659032666924,16.818,2.8224597511288643
25,2017,2,Male,Private,14,16,0,0.4283659032666924,16.207,2.785425209218921
25,2018,3,Male,Private,15,17,0,0.4283659032666924,23.713,3.166032512781778
25,2019,4,Male,Private,15,18,0,0.4283659032666924,21.015,3.045238164276487
25,2020,5,Male,Private,15,19,0,0.4283659032666924,15.499,2.740781558264268
25,2021,6,Male,Private,16,20,0,0.4283659032666924,21.541,3.0699464944081725
25,2022,7,Male,Private,16,21,1,0.4283659032666924,NA,NA
25,2023,8,Male,Private,16,22,0,0.4283659032666924,18.429,2.9139430192706794
26,2016,1,Male,Public,12,12,1,-0.17401823442699496,12.637,2.5365945241075627
26,2017,2,Male,Public,12,13,1,-0.17401823442699496,14.323,2.6618466306295754
26,2018,3,Male,Public,13,14,1,-0.17401823442699496,15.036,2.7104465399797326
26,2019,4,Male,Public,13,15,1,-0.17401823442699496,15.129,2.7166374718491326
26,2020,5,Male,Public,13,16,1,-0.17401823442699496,11.826,2.4703410510990156
26,2021,6,Male,Public,14,17,1,-0.17401823442699496,17.591,2.8673945939544714
26,2022,7,Male,Public,14,18,1,-0.17401823442699496,20.534,3.0220979681674205
26,2023,8,Male,Public,14,19,1,-0.17401823442699496,20.89,3.039248898750437
27,2016,1,Male,Private,12,9,1,0.5156677286480295,27.767,3.3238531914790514
27,2017,2,Male,Private,12,10,0,0.5156677286480295,19.192,2.9544938141426274
27,2018,3,Male,Private,13,11,0,0.5156677286480295,17.373,2.854899744223339
27,2019,4,Male,Private,13,12,0,0.5156677286480295,22.244,3.1020516540272034
27,2020,5,Male,Private,13,13,0,0.5156677286480295,24.574,3.201677072062689
27,2021,6,Male,Private,14,14,0,0.5156677286480295,30.135,3.405676043156535
27,2022,7,Male,Private,14,15,0,0.5156677286480295,25.697,3.2463883436978183
27,2023,8,Male,Private,14,16,0,0.5156677286480295,28.091,3.335436889913503
28,2016,1,Female,Private,12,2,0,-0.2343652773059215,12.275,2.5075659020636665
28,2017,2,Female,Private,12,3,0,-0.2343652773059215,9.975,2.300065175518059
28,2018,3,Female,Private,13,4,0,-0.2343652773059215,12.043,2.488484436026507
28,2019,4,Female,Private,13,5,0,-0.2343652773059215,18.968,2.942738298053887
28,2020,5,Female,Private,13,6,0,-0.2343652773059215,16.499,2.8033035137856595
28,2021,6,Female,Private,14,7,0,-0.2343652773059215,15.052,2.7115323380084195
28,2022,7,Female,Private,14,8,0,-0.2343652773059215,15.423,2.7358332654996502
28,2023,8,Female,Private,14,9,0,-0.2343652773059215,15.326,2.729582629821067
29,2016,1,Male,Private,11,13,1,-0.6585034258217708,13.286,2.5867199660528732
29,2017,2,Male,Private,11,14,1,-0.6585034258217708,12.591,2.532946368083553
29,2018,3,Male,Private,12,15,1,-0.6585034258217708,12.32,2.511183629136774
29,2019,4,Male,Private,12,16,1,-0.6585034258217708,16.989,2.832578825049308
29,2020,5,Male,Private,12,17,1,-0.6585034258217708,NA,NA
29,2021,6,Male,Private,13,18,1,-0.6585034258217708,16.914,2.828123727172101
29,2022,7,Male,Private,13,19,1,-0.6585034258217708,14.061,2.643439567254068
29,2023,8,Male,Private,13,20,1,-0.6585034258217708,15.01,2.708691279255552
30,2016,1,Female,Private,14,9,1,1.250236604078717,31.441,3.4480994775773293
30,2017,2,Female,Private,14,10,1,1.250236604078717,30.46,3.4164295805384857
30,2018,3,Female,Private,15,11,1,1.250236604078717,34.962,3.554263167660501
30,2019,4,Female,Private,15,12,1,1.250236604078717,23.408,3.1530764703465235
30,2020,5,Female,Private,15,13,1,1.250236604078717,31.933,3.4636516384181
30,2021,6,Female,Private,16,14,1,1.250236604078717,32.927,3.4942998019315255
30,2022,7,Female,Private,16,15,1,1.250236604078717,30.801,3.4275411747221414
30,2023,8,Female,Private,16,16,1,1.250236604078717,31.155,3.4389665300346155
31,2016,1,Female,Private,14,12,0,-0.2717637151113968,19.333,2.961835754461573
31,2017,2,Female,Private,14,13,0,-0.2717637151113968,16.201,2.785051075532467
31,2018,3,Female,Private,15,14,0,-0.2717637151113968,16.196,2.7847798924129945
31,2019,4,Female,Private,15,15,1,-0.2717637151113968,21.527,3.0693247422881966
31,2020,5,Female,Private,15,16,0,-0.2717637151113968,15.251,2.724646373038088
31,2021,6,Female,Private,16,17,0,-0.2717637151113968,NA,NA
31,2022,7,Female,Private,16,18,0,-0.2717637151113968,21.922,3.087500232469464
31,2023,8,Female,Private,16,19,0,-0.2717637151113968,16.553,2.8065766725440007
32,2016,1,Female,Private,13,0,1,0.9479519958751961,16.519,2.804512157923077
32,2017,2,Female,Private,13,1,1,0.9479519958751961,18.177,2.9001416869926984
32,2018,3,Female,Private,14,2,1,0.9479519958751961,19.274,2.9587661680846464
32,2019,4,Female,Private,14,3,1,0.9479519958751961,24.638,3.204284972417559
32,2020,5,Female,Private,14,4,1,0.9479519958751961,26.09,3.261564876861854
32,2021,6,Female,Private,15,5,1,0.9479519958751961,31.904,3.4627364588361353
32,2022,7,Female,Private,15,6,1,0.9479519958751961,38.193,3.6426499395066836
32,2023,8,Female,Private,15,7,1,0.9479519958751961,37.232,3.61717172052487
33,2016,1,Male,Private,9,4,1,-1.2015824301089377,7.388,1.9999065018469688
33,2017,2,Male,Private,9,5,1,-1.2015824301089377,12.546,2.529391599138232
33,2018,3,Male,Private,10,6,1,-1.2015824301089377,10.68,2.368417044106141
33,2019,4,Male,Private,10,7,1,-1.2015824301089377,10.212,2.3235249054513605
33,2020,5,Male,Private,10,8,1,-1.2015824301089377,14.73,2.6898706245338397
33,2021,6,Male,Private,11,9,1,-1.2015824301089377,13.222,2.5818535786387606
33,2022,7,Male,Private,11,10,1,-1.2015824301089377,16.431,2.799143791905784
33,2023,8,Male,Private,11,11,1,-1.2015824301089377,12.82,2.5509967198464207
34,2016,1,Female,Private,9,11,1,-0.4661160963755024,NA,NA
34,2017,2,Female,Private,9,12,1,-0.4661160963755024,8.144,2.097270559654255
34,2018,3,Female,Private,10,13,1,-0.4661160963755024,14.171,2.6511949683656275
34,2019,4,Female,Private,10,14,1,-0.4661160963755024,10.538,2.354952512822232
34,2020,5,Female,Private,10,15,1,-0.4661160963755024,13.748,2.6208690601461484
34,2021,6,Female,Private,11,16,1,-0.4661160963755024,13.279,2.5861492060798006
34,2022,7,Female,Private,11,17,1,-0.4661160963755024,13.916,2.6330304128078605
34,2023,8,Female,Private,11,18,1,-0.4661160963755024,15.52,2.742161157560358
35,2016,1,Male,Public,11,12,0,-0.26935139515317985,11.228,2.4183971246120106
35,2017,2,Male,Public,11,13,0,-0.26935139515317985,11.381,2.4319645435263944
35,2018,3,Male,Public,12,14,0,-0.26935139515317985,12.838,2.552430830862231
35,2019,4,Male,Public,12,15,0,-0.26935139515317985,15.615,2.748247647319774
35,2020,5,Male,Public,12,16,0,-0.26935139515317985,12.379,2.5159767257788554
35,2021,6,Male,Public,13,17,0,-0.26935139515317985,13.941,2.634868039310389
35,2022,7,Male,Public,13,18,0,-0.26935139515317985,15.969,2.7706432563174173
35,2023,8,Male,Public,13,19,0,-0.26935139515317985,15.705,2.754006378832006
36,2016,1,Female,Public,13,8,0,-0.39096540813086056,13.933,2.6342307624976553
36,2017,2,Female,Public,13,9,0,-0.39096540813086056,12.782,2.5480681134861922
36,2018,3,Female,Public,14,10,0,-0.39096540813086056,15.754,2.757102317785965
36,2019,4,Female,Public,14,11,0,-0.39096540813086056,14.934,2.703609338006201
36,2020,5,Female,Public,14,12,0,-0.39096540813086056,13.194,2.579788121837818
36,2021,6,Female,Public,15,13,0,-0.39096540813086056,20.809,3.035368049680906
36,2022,7,Female,Public,15,14,0,-0.39096540813086056,12.076,2.491258731608605
36,2023,8,Female,Public,15,15,0,-0.39096540813086056,18.166,2.8995396347427
37,2016,1,Male,Private,12,10,0,1.3487070119917135,24.431,3.1958622560317047
37,2017,2,Male,Private,12,11,0,1.3487070119917135,23.713,3.1660287445190343
37,2018,3,Male,Private,13,12,0,1.3487070119917135,23.686,3.1649021053305177
37,2019,4,Male,Private,13,13,0,1.3487070119917135,25.217,3.227533087726301
37,2020,5,Male,Private,13,14,0,1.3487070119917135,34.586,3.5434626507939697
37,2021,6,Male,Private,14,15,0,1.3487070119917135,28.221,3.3400622135469664
37,2022,7,Male,Private,14,16,0,1.3487070119917135,26.976,3.2949390986297558
37,2023,8,Male,Private,14,17,0,1.3487070119917135,24.9,3.2148577822217623
38,2016,1,Male,Public,12,7,1,-0.0227647012984126,14.597,2.6808338113199386
38,2017,2,Male,Public,12,8,1,-0.0227647012984126,15.999,2.7725267215743084
38,2018,3,Male,Public,13,9,1,-0.0227647012984126,14.695,2.687512279552227
38,2019,4,Male,Public,13,10,1,-0.0227647012984126,21.858,3.0845752621255373
38,2020,5,Male,Public,13,11,1,-0.0227647012984126,19.027,2.9458446452275546
38,2021,6,Male,Public,14,12,1,-0.0227647012984126,25.66,3.244923743899991
38,2022,7,Male,Public,14,13,1,-0.0227647012984126,24.137,3.1837359675191195
38,2023,8,Male,Public,14,14,1,-0.0227647012984126,25.876,3.2533286022188177
39,2016,1,Female,Private,11,9,0,0.24422585110345035,11.369,2.4308830899340337
39,2017,2,Female,Private,11,10,0,0.24422585110345035,15.49,2.740205301090024
39,2018,3,Female,Private,12,11,0,0.24422585110345035,14.835,2.6969945731862377
39,2019,4,Female,Private,12,12,0,0.24422585110345035,15.772,2.7582398878832675
39,2020,5,Female,Private,12,13,0,0.24422585110345035,14.663,2.6853461346192695
39,2021,6,Female,Private,13,14,1,0.24422585110345035,20.359,3.0135334293144602
39,2022,7,Female,Private,13,15,0,0.24422585110345035,17.766,2.8773124781528914
39,2023,8,Female,Private,13,16,0,0.24422585110345035,12.721,2.543292593061333
40,2016,1,Female,Private,12,2,0,-0.9423717078639228,10.561,2.357154950964529
40,2017,2,Female,Private,12,3,0,-0.9423717078639228,9.999,2.3024446734878126
40,2018,3,Female,Private,13,4,0,-0.9423717078639228,9.578,2.259509241610011
40,2019,4,Female,Private,13,5,0,-0.9423717078639228,9.797,2.2820743122523535
40,2020,5,Female,Private,13,6,0,-0.9423717078639228,10.824,2.3817517543962587
40,2021,6,Female,Private,14,7,0,-0.9423717078639228,10.609,2.3617432493091366
40,2022,7,Female,Private,14,8,0,-0.9423717078639228,14.153,2.6499533976178986
40,2023,8,Female,Private,14,9,0,-0.9423717078639228,17.826,2.8806400808852475
41,2016,1,Male,Private,13,13,0,-0.7292172765095745,13.629,2.6121670551193685
41,2017,2,Male,Private,13,14,0,-0.7292172765095745,14.416,2.668308027225702
41,2018,3,Male,Private,14,15,0,-0.7292172765095745,11.574,2.448753873366771
41,2019,4,Male,Private,14,16,0,-0.7292172765095745,11.454,2.438354708550717
41,2020,5,Male,Private,14,17,0,-0.7292172765095745,12.538,2.52876988400998
41,2021,6,Male,Private,15,18,0,-0.7292172765095745,17.14,2.8413953140093606
41,2022,7,Male,Private,15,19,0,-0.7292172765095745,13.284,2.5865595253441462
41,2023,8,Male,Private,15,20,0,-0.7292172765095745,16.2,2.785024595903411
42,2016,1,Male,Private,14,6,0,0.9980689085548484,22.98,3.1346100468395113
42,2017,2,Male,Private,14,7,0,0.9980689085548484,26.023,3.258964194924445
42,2018,3,Male,Private,15,8,1,0.9980689085548484,26.458,3.2755526560294284
42,2019,4,Male,Private,15,9,0,0.9980689085548484,24.412,3.1950718352808307
42,2020,5,Male,Private,15,10,1,0.9980689085548484,31.938,3.463796529468937
42,2021,6,Male,Private,16,11,0,0.9980689085548484,30.757,3.4261140071578686
42,2022,7,Male,Private,16,12,0,0.9980689085548484,24.609,3.2031111432786292
42,2023,8,Male,Private,16,13,0,0.9980689085548484,35.233,3.5619833357294306
43,2016,1,Male,Private,17,12,1,1.25848166459556,28.137,3.337090088864743
43,2017,2,Male,Private,17,13,1,1.25848166459556,35.775,3.577259330145686
43,2018,3,Male,Private,18,14,1,1.25848166459556,41.838,3.733813949967621
43,2019,4,Male,Private,18,15,1,1.25848166459556,37.421,3.6222445415153524
